"","Student ID","Class","Year","Session","Grader","Part2Tot","Part3Tot","Survey Q1","Survey Q2","Survey Q3","Survey Q4","Survey Q5","gpa_prev","GPTBase","GPTTutor","teacher","n_household_members","class_enjoyment","class_participation_likelihood","n_weekday_study_hours","n_weekend_study_hours","math_hw_completion","hw_help","private_tutorship","visit_training_center","chatgpt_use","Treatment arm","female","education_parent","n_household_children","Honors","education_parent_college"
"43",110450,"11Ü",11,1,"3",1,0.944444444444444,"Moderately","Above average","10-15 min","Ineffective","0-5 min",0.70141,0,1,"teacher_15",4,2,2,1,2,2,1,1,0,0,"augmented",0,8,2,0,TRUE
"44",110450,"11Ü",11,3,"4",0.4,0.6,"Moderately","Average","5-10 min","Ineffective","5-10 min",0.70141,0,1,"teacher_15",4,2,2,1,2,2,1,1,0,0,"augmented",0,8,2,0,TRUE
"45",110450,"11Ü",11,2,"2",0.2,0.5625,"Moderately","Average","10-15 min","Ineffective","10-15 min",0.70141,0,1,"teacher_15",4,2,2,1,2,2,1,1,0,0,"augmented",0,8,2,0,TRUE
"46",110450,"11Ü",11,4,"6",0.4,0,"A litttle","Very poorly","5-10 min","Ineffective","5-10 min",0.70141,0,1,"teacher_15",4,2,2,1,2,2,1,1,0,0,"augmented",0,8,2,0,TRUE
"47",110460,"11M",11,3,"6",0,0.125,"Nothing at all","Above average","10-15 min","Ineffective","0-5 min",0.668231,0,0,"teacher_19",4,2,3,4,8,3,1,1,0,0,"control",0,8,1,0,TRUE
"48",110460,"11M",11,2,"6",0.4,0,"A litttle","Average","15-20 min","Ineffective","25-30 min",0.668231,0,0,"teacher_19",4,2,3,4,8,3,1,1,0,0,"control",0,8,1,0,TRUE
"49",110460,"11M",11,4,"6",0,0,NA,NA,NA,NA,NA,0.668231,0,0,"teacher_19",4,2,3,4,8,3,1,1,0,0,"control",0,8,1,0,TRUE
"50",110460,"11M",11,1,"9&10",0,0.03125,"Moderately","Average","10-15 min","Somewhat ineffective","25-30 min",0.668231,0,0,"teacher_19",4,2,3,4,8,3,1,1,0,0,"control",0,8,1,0,TRUE
"51",110466,"11M",11,2,"6",0.2,0.0979166666666667,"Nothing at all","Average",NA,"Ineffective","25-30 min",0.747679,0,0,"teacher_19",3,0,2,1,2,4,1,1,1,2,"control",0,8,0,0,TRUE
"52",110466,"11M",11,3,"6",0.6,0.525,"Nothing at all","Very poorly","25-30 min","Ineffective","25-30 min",0.747679,0,0,"teacher_19",3,0,2,1,2,4,1,1,1,2,"control",0,8,0,0,TRUE
"53",110466,"11M",11,1,"9&10",0.5,0.555555555555556,"A litttle","Below average","10-15 min","Neutral",NA,0.747679,0,0,"teacher_19",3,0,2,1,2,4,1,1,1,2,"control",0,8,0,0,TRUE
"54",110468,"11Y",11,2,"1",1,0,NA,NA,NA,NA,NA,0.52309,1,0,"teacher_14",6,4,2,2,7,2,0,1,0,0,"vanilla",0,7,2,0,TRUE
"55",110468,"11Y",11,4,"6",0.4,0.05,"Moderately","Average","10-15 min","Somewhat ineffective","10-15 min",0.52309,1,0,"teacher_14",6,4,2,2,7,2,0,1,0,0,"vanilla",0,7,2,0,TRUE
"56",110468,"11Y",11,1,"8",1,0,"Nothing at all","Below average","5-10 min","Somewhat ineffective","5-10 min",0.52309,1,0,"teacher_14",6,4,2,2,7,2,0,1,0,0,"vanilla",0,7,2,0,TRUE
"57",110468,"11Y",11,3,"6",0.8,0.25,NA,NA,NA,NA,NA,0.52309,1,0,"teacher_14",6,4,2,2,7,2,0,1,0,0,"vanilla",0,7,2,0,TRUE
"58",110472,"11Ü",11,4,"6",0.4,0.170833333333333,"Moderately","Very poorly","5-10 min","Somewhat effective","0-5 min",0.747487,0,1,"teacher_15",3,1,2,1,1,3,0,0,0,1,"augmented",0,7,1,0,TRUE
"59",110472,"11Ü",11,3,"4",0.6,0.4,"Moderately","Very poorly","5-10 min","Somewhat effective","10-15 min",0.747487,0,1,"teacher_15",3,1,2,1,1,3,0,0,0,1,"augmented",0,7,1,0,TRUE
"60",110472,"11Ü",11,1,"3",0,0.0992063492063492,"A litttle","Very poorly","10-15 min","Somewhat effective","0-5 min",0.747487,0,1,"teacher_15",3,1,2,1,1,3,0,0,0,1,"augmented",0,7,1,0,TRUE
"61",110472,"11Ü",11,2,"2",0.8,0.325,"A litttle","Very poorly","5-10 min","Effective","5-10 min",0.747487,0,1,"teacher_15",3,1,2,1,1,3,0,0,0,1,"augmented",0,7,1,0,TRUE
"62",110477,"11Y",11,1,"8",1,0.114583333333333,"Nothing at all","Below average","15-20 min","Ineffective","0-5 min",0.727564,1,0,"teacher_14",3,2,3,3,2,3,1,1,1,1,"vanilla",1,4,1,0,FALSE
"63",110477,"11Y",11,3,"6",0.6,0.675,"Nothing at all","Very poorly","20-25 min","Ineffective","20-25 min",0.727564,1,0,"teacher_14",3,2,3,3,2,3,1,1,1,1,"vanilla",1,4,1,0,FALSE
"64",110477,"11Y",11,4,"6",0.4,0,"Nothing at all","Average","25-30 min","Ineffective","25-30 min",0.727564,1,0,"teacher_14",3,2,3,3,2,3,1,1,1,1,"vanilla",1,4,1,0,FALSE
"65",110477,"11Y",11,2,"1",1,0.227083333333333,"Moderately","Average","15-20 min","Neutral","15-20 min",0.727564,1,0,"teacher_14",3,2,3,3,2,3,1,1,1,1,"vanilla",1,4,1,0,FALSE
"66",110481,"11Ü",11,1,"3",0.75,0.3125,"Moderately","Average","20-25 min","Somewhat ineffective","25-30 min",0.720474,0,1,"teacher_15",4,1,1,1,1,4,1,1,1,2,"augmented",1,8,4,0,TRUE
"67",110481,"11Ü",11,4,"6",0.8,0,"A great deal","Excellent","25-30 min","Effective","25-30 min",0.720474,0,1,"teacher_15",4,1,1,1,1,4,1,1,1,2,"augmented",1,8,4,0,TRUE
"68",110481,"11Ü",11,2,"2",0.8,0.46875,"A great deal","Excellent","25-30 min","Effective","25-30 min",0.720474,0,1,"teacher_15",4,1,1,1,1,4,1,1,1,2,"augmented",1,8,4,0,TRUE
"69",110481,"11Ü",11,3,"4",1,0.925,"Quite a lot","Average",NA,NA,NA,0.720474,0,1,"teacher_15",4,1,1,1,1,4,1,1,1,2,"augmented",1,8,4,0,TRUE
"70",110484,"11O",11,1,"9&10",0.75,0.65625,"A litttle","Excellent","20-25 min","Somewhat effective","25-30 min",0.802679,0,1,"teacher_6",3,3,3,2,2,4,1,1,1,2,"augmented",0,7,0,0,TRUE
"71",110484,"11O",11,4,"7",0.8,0.05,NA,NA,NA,NA,NA,0.802679,0,1,"teacher_6",3,3,3,2,2,4,1,1,1,2,"augmented",0,7,0,0,TRUE
"72",110484,"11O",11,3,"6",1,0.95,NA,NA,NA,NA,NA,0.802679,0,1,"teacher_6",3,3,3,2,2,4,1,1,1,2,"augmented",0,7,0,0,TRUE
"73",110484,"11O",11,2,"1&2",0.8,0.639583333333333,NA,NA,NA,NA,NA,0.802679,0,1,"teacher_6",3,3,3,2,2,4,1,1,1,2,"augmented",0,7,0,0,TRUE
"74",110486,"11S",11,4,"6",0,0.1,"A litttle","Below average","0-5 min","Somewhat ineffective","10-15 min",0.576462,1,0,"teacher_8",2,1,1,0,0,2,1,1,1,2,"vanilla",0,0,0,0,FALSE
"75",110486,"11S",11,3,"4",0.4,0.075,"A litttle","Below average",NA,"Ineffective","10-15 min",0.576462,1,0,"teacher_8",2,1,1,0,0,2,1,1,1,2,"vanilla",0,0,0,0,FALSE
"76",110486,"11S",11,2,"2",0,0,NA,NA,NA,NA,NA,0.576462,1,0,"teacher_8",2,1,1,0,0,2,1,1,1,2,"vanilla",0,0,0,0,FALSE
"77",110486,"11S",11,1,"8",0.5,0,"Moderately","Above average","10-15 min","Effective","25-30 min",0.576462,1,0,"teacher_8",2,1,1,0,0,2,1,1,1,2,"vanilla",0,0,0,0,FALSE
"78",110492,"11Ü",11,1,"3",1,0.892857142857143,"Quite a lot","Above average","10-15 min","Effective","5-10 min",0.86741,0,1,"teacher_15",3,3,2,2,2.5,4,1,1,1,0,"augmented",0,7,0,0,TRUE
"79",110492,"11Ü",11,3,"4",0.8,1,"Moderately","Above average","20-25 min","Ineffective","5-10 min",0.86741,0,1,"teacher_15",3,3,2,2,2.5,4,1,1,1,0,"augmented",0,7,0,0,TRUE
"80",110492,"11Ü",11,4,"6",0.4,0.325,"Moderately","Below average","20-25 min","Somewhat ineffective","10-15 min",0.86741,0,1,"teacher_15",3,3,2,2,2.5,4,1,1,1,0,"augmented",0,7,0,0,TRUE
"81",110492,"11Ü",11,2,"2",0.8,0.5,"Moderately","Average","25-30 min","Somewhat effective","20-25 min",0.86741,0,1,"teacher_15",3,3,2,2,2.5,4,1,1,1,0,"augmented",0,7,0,0,TRUE
"82",110504,"11M",11,1,"9&10",0.25,1,"A litttle","Average","10-15 min","Neutral","10-15 min",0.730782,0,0,"teacher_19",4,2,2,1,2,2,1,1,0,0,"control",0,8,1,0,TRUE
"83",110504,"11M",11,3,"6",0.4,0.875,"Moderately","Average","15-20 min","Neutral","15-20 min",0.730782,0,0,"teacher_19",4,2,2,1,2,2,1,1,0,0,"control",0,8,1,0,TRUE
"84",110504,"11M",11,2,"6",0,0.745833333333333,"A litttle","Below average","5-10 min","Somewhat ineffective","5-10 min",0.730782,0,0,"teacher_19",4,2,2,1,2,2,1,1,0,0,"control",0,8,1,0,TRUE
"85",110506,"10E",10,3,"6",0.8,0,NA,NA,NA,NA,NA,0.384594,0,1,"teacher_15",3,2,1,2,2,2,1,1,1,2,"augmented",0,2,1,0,FALSE
"86",110506,"10E",10,2,"1",0.8,0,"A litttle","Below average","25-30 min","Neutral","25-30 min",0.384594,0,1,"teacher_15",3,2,1,2,2,2,1,1,1,2,"augmented",0,2,1,0,FALSE
"87",110507,"11S",11,4,"6",0,0,"A litttle","Very poorly","5-10 min","Somewhat ineffective","0-5 min",0.656218,1,0,"teacher_8",4,1,2,1,3,1,1,1,1,0,"vanilla",1,3,3,0,FALSE
"88",110507,"11S",11,2,"2",0,0.025,NA,NA,NA,NA,NA,0.656218,1,0,"teacher_8",4,1,2,1,3,1,1,1,1,0,"vanilla",1,3,3,0,FALSE
"89",110508,"10D",10,4,"6",0.8,0,"A litttle","Very poorly","0-5 min","Ineffective","0-5 min",0.530474,1,0,"teacher_6",4,1,3,1,1,1,1,1,1,1,"vanilla",0,3,1,0,FALSE
"90",110508,"10D",10,1,"9&10",0.5,0.0416666666666667,"Moderately","Above average","15-20 min","Somewhat ineffective","15-20 min",0.530474,1,0,"teacher_6",4,1,3,1,1,1,1,1,1,1,"vanilla",0,3,1,0,FALSE
"91",110508,"10D",10,3,"7",0.2,0.03125,"A litttle","Below average","20-25 min","Neutral","15-20 min",0.530474,1,0,"teacher_6",4,1,3,1,1,1,1,1,1,1,"vanilla",0,3,1,0,FALSE
"92",110508,"10D",10,2,"1",0.6,0,"A great deal","Excellent","25-30 min","Effective","25-30 min",0.530474,1,0,"teacher_6",4,1,3,1,1,1,1,1,1,1,"vanilla",0,3,1,0,FALSE
"93",110513,"10O",10,4,"3",0,0,"Nothing at all","Below average","25-30 min","Neutral",NA,0.539769,0,0,"teacher_2",4,4,4,2,2,4,1,1,0,2,"control",1,6,6,0,TRUE
"94",110513,"10O",10,1,"3",0,0.03125,"Moderately","Average","15-20 min","Neutral","20-25 min",0.539769,0,0,"teacher_2",4,4,4,2,2,4,1,1,0,2,"control",1,6,6,0,TRUE
"95",110514,"11Y",11,2,"1",0.6,0,"Moderately","Below average","10-15 min","Somewhat effective","10-15 min",0.666128,1,0,"teacher_14",2,4,4,0,0,1,1,1,1,1,"vanilla",0,8,2,0,TRUE
"96",110514,"11Y",11,3,"6",0.6,0.375,"Nothing at all","Very poorly","0-5 min","Ineffective","0-5 min",0.666128,1,0,"teacher_14",2,4,4,0,0,1,1,1,1,1,"vanilla",0,8,2,0,TRUE
"97",110514,"11Y",11,4,"6",0,0,"Nothing at all","Very poorly","0-5 min","Ineffective","0-5 min",0.666128,1,0,"teacher_14",2,4,4,0,0,1,1,1,1,1,"vanilla",0,8,2,0,TRUE
"98",110515,"11Ü",11,4,"6",0.8,0,"Nothing at all","Very poorly","0-5 min","Ineffective","0-5 min",0.759346,0,1,"teacher_15",3,1,1,0,2,2,0,0,1,0,"augmented",0,8,5,0,TRUE
"99",110515,"11Ü",11,3,"4",0.6,0.475,"A litttle","Below average","15-20 min","Neutral",NA,0.759346,0,1,"teacher_15",3,1,1,0,2,2,0,0,1,0,"augmented",0,8,5,0,TRUE
"100",110515,"11Ü",11,2,"2",0.6,0.416666666666667,"Nothing at all","Below average","10-15 min","Neutral","10-15 min",0.759346,0,1,"teacher_15",3,1,1,0,2,2,0,0,1,0,"augmented",0,8,5,0,TRUE
"101",110515,"11Ü",11,1,"3",1,0.972222222222222,"Moderately","Average","10-15 min","Somewhat ineffective","15-20 min",0.759346,0,1,"teacher_15",3,1,1,0,2,2,0,0,1,0,"augmented",0,8,5,0,TRUE
"102",110516,"11V",11,3,"5",0,0.075,"Nothing at all","Very poorly","0-5 min","Ineffective","0-5 min",0.634795,0,0,"teacher_13",3,2,2,1,2,3,1,1,1,3,"control",0,8,0,0,TRUE
"103",110516,"11V",11,2,"2",0,0.03125,"Nothing at all","Below average","25-30 min","Ineffective","25-30 min",0.634795,0,0,"teacher_13",3,2,2,1,2,3,1,1,1,3,"control",0,8,0,0,TRUE
"104",110517,"11S",11,1,"8",0.5,0.535714285714286,"A litttle","Very poorly","5-10 min","Neutral","0-5 min",0.872667,1,0,"teacher_8",3,2,1,2,3,3,1,1,0,0,"vanilla",1,8,1,0,TRUE
"105",110517,"11S",11,3,"4",0.6,0,"Nothing at all","Very poorly","5-10 min","Ineffective","0-5 min",0.872667,1,0,"teacher_8",3,2,1,2,3,3,1,1,0,0,"vanilla",1,8,1,0,TRUE
"106",110517,"11S",11,4,"6",0,0.2,"Nothing at all","Very poorly","25-30 min","Ineffective","5-10 min",0.872667,1,0,"teacher_8",3,2,1,2,3,3,1,1,0,0,"vanilla",1,8,1,0,TRUE
"107",110517,"11S",11,2,"2",0.2,0.175,NA,NA,NA,NA,NA,0.872667,1,0,"teacher_8",3,2,1,2,3,3,1,1,0,0,"vanilla",1,8,1,0,TRUE
"108",110525,"11O",11,1,"9&10",0.25,0.135416666666667,"Quite a lot","Average","15-20 min","Somewhat effective","15-20 min",0.818718,0,1,"teacher_6",4,3,4,4,2,3,1,1,1,2,"augmented",1,5,5,0,FALSE
"109",110525,"11O",11,3,"6",1,0.9,"Quite a lot","Above average","15-20 min","Neutral","20-25 min",0.818718,0,1,"teacher_6",4,3,4,4,2,3,1,1,1,2,"augmented",1,5,5,0,FALSE
"110",110525,"11O",11,2,"1&2",0.8,0.1625,"Moderately","Average","20-25 min","Neutral","25-30 min",0.818718,0,1,"teacher_6",4,3,4,4,2,3,1,1,1,2,"augmented",1,5,5,0,FALSE
"111",110525,"11O",11,4,"7",0.8,0.05,"Moderately","Below average","20-25 min","Neutral","25-30 min",0.818718,0,1,"teacher_6",4,3,4,4,2,3,1,1,1,2,"augmented",1,5,5,0,FALSE
"112",110531,"11Ü",11,2,"2",0.8,0.104166666666667,"Moderately","Average","25-30 min","Effective","25-30 min",0.815179,0,1,"teacher_15",4,3,2,1.5,2.5,3,1,1,1,2,"augmented",1,4,1,0,FALSE
"113",110531,"11Ü",11,3,"4",0.8,0.65,"Quite a lot","Above average","20-25 min","Somewhat effective","25-30 min",0.815179,0,1,"teacher_15",4,3,2,1.5,2.5,3,1,1,1,2,"augmented",1,4,1,0,FALSE
"114",110531,"11Ü",11,1,"3",0.75,0.527777777777778,"Moderately","Average","20-25 min","Somewhat effective","25-30 min",0.815179,0,1,"teacher_15",4,3,2,1.5,2.5,3,1,1,1,2,"augmented",1,4,1,0,FALSE
"115",110531,"11Ü",11,4,"6",0.2,0,NA,NA,NA,NA,NA,0.815179,0,1,"teacher_15",4,3,2,1.5,2.5,3,1,1,1,2,"augmented",1,4,1,0,FALSE
"116",110539,"11V",11,2,"2",0,0.125,"Moderately","Below average","10-15 min","Neutral","5-10 min",0.666321,0,0,"teacher_13",4,2,2,2,2,2,0,0,1,2,"control",1,4,2,0,FALSE
"117",110552,"11N",11,1,"3",0.75,0.133928571428571,"A litttle","Below average","15-20 min","Somewhat effective","5-10 min",0.692897,0,1,"teacher_5",3,1,2,13,12,3,1,0,0,3,"augmented",0,6,0,0,TRUE
"118",110552,"11N",11,2,"1",1,0.09375,"Moderately","Below average",NA,"Somewhat ineffective","10-15 min",0.692897,0,1,"teacher_5",3,1,2,13,12,3,1,0,0,3,"augmented",0,6,0,0,TRUE
"119",110552,"11N",11,3,"5",1,0.35,"A litttle","Below average","10-15 min","Neutral","10-15 min",0.692897,0,1,"teacher_5",3,1,2,13,12,3,1,0,0,3,"augmented",0,6,0,0,TRUE
"120",110556,"11N",11,3,"5",1,0.75,"Moderately","Above average","5-10 min","Somewhat effective","10-15 min",0.7975,0,1,"teacher_5",3,3,4,3,6,3,0,1,1,0,"augmented",0,6,3,0,TRUE
"121",110556,"11N",11,1,"3",1,0.944444444444444,"A litttle","Excellent","0-5 min","Somewhat ineffective","15-20 min",0.7975,0,1,"teacher_5",3,3,4,3,6,3,0,1,1,0,"augmented",0,6,3,0,TRUE
"122",110556,"11N",11,4,"6",0.8,0.345833333333333,"A litttle","Excellent","5-10 min","Somewhat effective","15-20 min",0.7975,0,1,"teacher_5",3,3,4,3,6,3,0,1,1,0,"augmented",0,6,3,0,TRUE
"123",110556,"11N",11,2,"1",1,0.679166666666667,"Quite a lot","Above average","20-25 min","Somewhat effective","20-25 min",0.7975,0,1,"teacher_5",3,3,4,3,6,3,0,1,1,0,"augmented",0,6,3,0,TRUE
"124",110561,"11O",11,2,"1&2",1,0.2,"A litttle","Very poorly","25-30 min","Ineffective","15-20 min",0.703256,0,1,"teacher_6",3,2,1,1,1,4,1,1,0,1,"augmented",1,5,0,0,FALSE
"125",110561,"11O",11,4,"7",0.8,0,"Nothing at all","Very poorly","10-15 min","Ineffective","20-25 min",0.703256,0,1,"teacher_6",3,2,1,1,1,4,1,1,0,1,"augmented",1,5,0,0,FALSE
"126",110561,"11O",11,3,"6",0.8,0.425,"A litttle","Below average","20-25 min","Somewhat ineffective","20-25 min",0.703256,0,1,"teacher_6",3,2,1,1,1,4,1,1,0,1,"augmented",1,5,0,0,FALSE
