"goodroadv","transport","pro3","tapwater","roadv","rm2c7d","rm2c7e","rm2c7g","animal_s","agrvisit","plant_s","agrext","irrigation","rm2c7c","pro5","pro4","rm2c7b","useschool","kgarten","v_prischool","broadcast","post","vpost","rm2c7a","rm2c7f","market","nonfarm","vmarket1","vmarket2","vmarket3","treatment","id_district","lnarea","lnpopden","city","reg8","rnongnghiep","rcongnghiep","rdichvu","year","tinh","post_treat"
1,1,0,0,1,0,0,0,1,0.04,0,0,1,0.000358602876076475,1,0,0.0057376460172236,0,1,0,1,1,0,0.0558659210801125,0,1,1,0,0,0,0,"101d17",2.10413408279419,6.12777423858643,1,1,-0.170194029808044,2.09368443489075,1.76185953617096,2006,101,0
1,1,1,0,1,0,0.111346766352654,0,1,0.02,1,0,1,0.00210696924477816,0,0,0.00340356561355293,1,1,1,1,1,1,0.0742311775684357,0.00989749003201723,1,0,1,0,1,0,"101d17",1.98787438869476,5.95980405807495,1,1,-0.170194029808044,2.09368443489075,1.76185953617096,2006,101,0
1,1,1,0,1,0,0.112857721745968,0,1,0.06,1,0,1,0.00392817053943872,0,1,0.0034605311229825,0,1,0,1,1,0,0.060459490865469,0.0237807333469391,1,1,0,0,0,0,"101d17",2.19722461700439,5.61919260025024,1,1,-0.170194029808044,2.09368443489075,1.76185953617096,2006,101,0
1,1,1,0,1,0,0.0471289269626141,0,1,0.06,1,0,1,0.00488162087276578,0,0,0.00903099868446589,1,1,1,1,1,0,0.349945843219757,0,0,1,0,0,0,0,"101d19",1.76985466480255,5.75092172622681,1,1,-0.170194029808044,2.09368443489075,1.76185953617096,2006,101,0
1,1,0,0,1,0,0,0,1,0.02,1,0,1,0,0,0,0.000798987923189998,1,1,1,1,1,1,0,0,1,1,1,0,0,0,"101d19",1.58514523506165,6.42055559158325,1,1,-0.170194029808044,2.09368443489075,1.76185953617096,2006,101,0
1,1,0,0,1,0,0,0,1,0.01,0,0,0,0,0,0,0.00724946707487106,0,1,1,1,1,1,0,0,1,1,1,1,1,0,"101d19",1.72455072402954,5.9547004699707,1,1,-0.170194029808044,2.09368443489075,1.76185953617096,2006,101,0
1,1,0,0,1,0,0,0.847638070583344,1,0.03,0,0,1,0.100649818778038,0,1,0.00462093856185675,1,1,1,1,1,0,0.310711920261383,0,1,0,0,0,0,0,"101d21",1.28093385696411,6.0342845916748,1,1,-0.170194029808044,2.09368443489075,1.76185953617096,2006,101,0
1,1,1,1,1,0,0.0791999995708466,0,1,0.04,1,0,1,0.186133667826653,0,1,0.00374765763990581,0,1,0,1,1,1,0.123199999332428,0.0164000000804663,1,1,1,0,0,0,"101d21",1.77495241165161,6.04909372329712,1,1,-0.170194029808044,2.09368443489075,1.76185953617096,2006,101,0
1,0,0,0,1,0,0,0.0125952931120992,1,0.05,1,0,1,0,1,0,0.00569881731644273,0,1,0,1,0,1,0.099436528980732,0.008286377415061,1,1,0,0,0,0,"101d21",1.69561553001404,6.31640243530273,1,1,-0.170194029808044,2.09368443489075,1.76185953617096,2006,101,0
1,1,1,1,1,0,0,0,1,0.06,0,0,1,0.00713612511754036,0,0,0.0053857546299696,0,1,1,1,1,1,0.00663569988682866,0,1,0,1,1,0,0,"101d21",1.66959178447723,6.34143161773682,1,1,-0.170194029808044,2.09368443489075,1.76185953617096,2006,101,0
1,1,1,1,1,0.00159817351959646,0.0164383556693792,0.00616438360884786,1,0.12,1,0,1,0.0148473437875509,0,0,0.00334588042460382,1,1,1,1,1,1,0.0269406400620937,0.082648403942585,1,1,1,0,0,0,"101d21",1.81677722930908,6.56802701950073,1,1,-0.170194029808044,2.09368443489075,1.76185953617096,2006,101,0
1,1,1,0,1,0.00370370363816619,0.00740740727633238,0.0185185186564922,1,0.02,1,0,1,0.00150375941302627,0,1,0.00375939859077334,0,1,0,1,1,1,0.148148149251938,0.00555555569007993,1,1,1,0,0,0,"101d21",0.993251800537109,6.90775537490845,1,1,-0.170194029808044,2.09368443489075,1.76185953617096,2006,101,0
1,1,0,1,1,0,0,0.0923603177070618,1,0.08,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,"101d23",1.06471073627472,6.40494346618652,1,1,-0.170194029808044,2.09368443489075,1.76185953617096,2006,101,0
1,1,0,1,1,0,0,0.024961793795228,1,0.08,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,"101d23",1.41098690032959,6.17124223709106,1,1,-0.170194029808044,2.09368443489075,1.76185953617096,2006,101,0
1,1,0,0,1,0,0,0.0154525386169553,1,0.02,0,0,1,0,0,0,0.00132042251061648,0,1,0,1,1,0,0.0573951452970505,0,1,0,0,0,0,1,"103d11",1.99687480926514,5.72845506668091,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
1,1,1,0,1,0,0,0,1,0.1,0,0,1,0,0,1,0.00185109011363238,0,0,1,1,1,0,0.0825825855135918,0,1,1,1,0,0,1,"103d11",2.32727766036987,5.56030654907227,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
1,1,1,0,1,0,0,0,1,0.03,1,0,1,0,0,0,0.0082903178408742,0,1,1,1,1,1,0.0696161389350891,0,1,0,1,0,0,1,"103d11",1.35325443744659,5.98433303833008,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
1,1,0,0,1,0,0,0,1,0.45,0,0,1,0.00698031531646848,0,0,0.00558425253257155,0,1,0,1,1,0,0.0181818176060915,0,1,0,0,0,0,1,"103d11",1.71739506721497,5.75567388534546,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
1,1,0,0,1,0,0,0,1,0.04,0,0,0,0,0,0,0.00324429548345506,0,0,0,1,1,1,0.0519480518996716,0,1,1,1,1,1,1,"103d11",1.57277393341064,6.17222881317139,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
1,1,1,0,1,0,0,0.0846740081906319,1,0.12,1,0,1,0.0481881275773048,0,0,0.00558982277289033,1,1,0,1,1,0,0,0,1,1,0,0,0,1,"103d11",2.15755939483643,5.60970449447632,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
1,1,0,0,1,0,0,0.0924635827541351,1,0.03,1,0,1,0,0,0,0.00426607672125101,0,1,1,1,1,0,0.196960106492043,0.00253324885852635,1,0,1,0,0,1,"103d11",1.85269773006439,5.51184940338135,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
1,1,0,0,1,0.00969461910426617,0,0,1,0.06,0,0,1,0,0,1,0.00378151261247694,0,1,0,1,1,0,0.190014541149139,0,1,1,0,1,0,1,"103d11",2.12465381622314,5.50726270675659,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
1,1,0,0,1,0,0,0,1,0.04,1,0,1,0,0,0,0.00773558346554637,0,0,0,1,1,0,0,0,1,0,0,0,0,1,"103d11",1.52605628967285,5.75807857513428,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
0,1,0,0,0,0,0,0,1,0.02,0,0,1,0.0142377438023686,0,0,0.00671591656282544,0,1,0,1,1,0,0.170212760567665,0,1,1,0,0,0,1,"103d11",1.77833640575409,5.62715911865234,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
1,1,0,0,1,0.066006600856781,0.00660066027194262,0,1,0.5,1,0,1,0.0899066999554634,0,0,0.00424088211730123,0,1,1,1,1,0,0.325412541627884,0,0,0,0,0,0,1,"103d11",1.54968786239624,5.77348279953003,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
1,1,0,0,1,0,0,1,1,0.2,1,0,1,0,0,0,0.00107317068614066,0,1,0,1,1,0,0.84090906381607,0,1,1,1,0,0,1,"103d13",2.11625552177429,5.57995700836182,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
1,1,0,0,1,0,0,0,1,0.2,1,0,1,0,0,0,0.0164674315601587,1,1,0,1,0,0,0.263545513153076,0,1,0,0,0,0,1,"103d13",1.68639898300171,5.86373615264893,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
1,1,1,1,1,0.0260484497994184,0,0.212294861674309,1,0.24,1,0,1,0,1,0,0.00227909092791378,0,1,1,1,1,1,0.0823131054639816,0,1,1,1,0,0,1,"103d13",1.85159945487976,6.40136766433716,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
1,1,0,0,1,0,0,0.756929636001587,1,0.19,0,0,1,0,0,0,0.00720652379095554,0,1,0,1,1,1,0.188343986868858,0,1,1,0,0,0,1,"103d13",1.67522573471069,5.5739893913269,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
1,1,1,0,1,0,0,1,1,0.02,1,0,1,0.000506072887219489,0,0,0.0035425100941211,0,1,0,1,1,0,0.0385887548327446,0,1,0,1,0,0,1,"103d15",2.49897384643555,5.40978097915649,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
1,1,1,1,1,0,0,0,1,0.02,1,0,1,0,0,0,0.00153350713662803,0,1,0,1,0,1,0.0385925099253654,0.00170261063612998,1,1,1,0,0,1,"103d15",1.27815222740173,6.19605255126953,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
1,1,0,0,1,0,0,0,1,0.1,0,0,1,0,0,0,0,1,1,0,1,1,0,0.0722891539335251,0,0,1,0,0,0,1,"103d15",1.75093746185303,5.88677883148193,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
1,1,1,0,1,0,0,0,1,0.1,1,0,1,0,0,1,0.0054517132230103,0,1,0,1,1,0,0.242990657687187,0,1,1,0,1,0,1,"103d15",2.08069086074829,5.58787059783936,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
1,1,0,0,1,0,0,0.130347594618797,1,0.5,1,0,1,0.116538129746914,0,0,0.00222793477587402,0,1,0,1,1,0,0.113636367022991,0,0,0,0,0,0,1,"103d15",1.8946168422699,5.41593313217163,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
1,1,0,0,1,0,0,0.0671378076076508,1,0.06,1,0,0,0.0392964072525501,0,0,0.00149700604379177,1,1,1,1,1,1,0.106007069349289,0.0494699664413929,0,1,0,0,0,1,"103d17",1.95586049556732,5.29902410507202,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
1,1,0,0,1,0,0,0,1,0.1,0,0,1,0,0,0,0,0,1,1,1,1,0,0.221771866083145,0.00752750411629677,1,1,1,0,0,1,"103d17",1.66770684719086,5.78643417358398,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
1,1,0,0,1,0,0,0,1,0.05,0,0,1,0,0,0,0.000819896173197776,0,1,1,1,1,0,0.323110610246658,0,1,0,1,0,0,1,"103d17",2.30956077575684,4.50717496871948,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
1,1,0,0,1,0.0681818202137947,0.681818187236786,0,1,0.06,1,0,1,0.0134831462055445,0,0,0.0107865165919065,0,1,0,1,1,1,0.28999999165535,0.0131818177178502,1,0,1,1,1,1,"103d17",2.11142468452454,5.58478784561157,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
1,1,0,0,1,0,0,0,1,0.08,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,"103d17",1.31103193759918,6.12145185470581,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
1,1,0,0,1,0.040462426841259,0.00330305541865528,0,1,0.2,0,0,1,0.151615336537361,1,0,0.011335726827383,0,1,0,1,1,0,0,0,1,0,0,0,0,1,"103d17",2.4042387008667,5.38811016082764,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
0,1,0,0,1,0.0205930806696415,0,0,1,0.18,1,0,1,0.198044493794441,0,0,0.00538760842755437,0,1,0,1,1,0,0.642504096031189,0.00494233937934041,1,1,0,0,0,1,"103d19",2.26799368858337,5.52682971954346,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
1,1,0,0,1,0,0,0,1,0.08,1,0,1,0.00827814545482397,0,0,0.00620860932394862,0,1,1,1,1,0,0.432789444923401,0.0062160063534975,1,1,0,0,0,1,"103d19",1.3862943649292,5.77377462387085,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
1,1,0,0,1,0,0,0,1,0.04,1,0,1,0,0,0,0.00101552298292518,0,1,0,1,1,0,0.204081639647484,0.0040816324763,0,1,0,0,0,1,"103d19",1.97727036476135,5.46989822387695,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
0,1,1,0,1,0,0,0,1,0.02,1,0,1,0.00292568746954203,1,1,0.00468110013753176,0,1,0,1,1,0,0.0428775623440742,0.00381133868359029,0,1,0,0,0,1,"103d19",2.95958685874939,4.68962955474854,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
1,1,0,0,1,0,0,0,1,0.06,1,1,1,0,0,0,0,0,1,0,1,1,0,0.265586048364639,0.00748129654675722,0,1,0,0,0,1,"103d19",1.38504350185394,5.30206489562988,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
1,1,0,0,1,0,0,0,1,0.03,1,0,1,0.0702629834413528,0,0,0.00256237364374101,1,1,0,1,0,1,0.165123462677002,0,1,0,1,1,1,1,"103d21",1.84054970741272,5.73195314407349,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
1,1,1,0,1,0,0.000630517024546862,0,1,0.05,1,0,1,0.205551385879517,0,0,0.0110652660951018,0,1,0,1,1,0,0.0933165177702904,0,1,1,0,0,0,1,"103d21",1.69927859306335,5.66969203948975,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
1,1,1,0,1,0,0.00641711242496967,0,1,0.02,1,0,0,0.208739221096039,1,0,0.0236571114510298,0,1,0,1,1,0,0.144385024905205,0.00320855621248484,0,0,0,0,0,1,"103d21",1.82131826877594,5.71237564086914,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
1,0,1,0,1,0.0226843096315861,0,0,1,0.06,1,0,1,0.0165255386382341,0,1,0.00874078087508678,0,1,0,1,1,0,0.195652171969414,0.00992438569664955,1,1,0,0,0,1,"103d21",1.81482470035553,5.84245824813843,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
1,1,1,0,1,0.0384615398943424,0,0,1,0.5,1,0,1,0.0263459328562021,0,1,0.00458190171048045,0,1,0,1,1,0,0,0,1,0,0,0,0,1,"103d21",1.6409364938736,5.52918291091919,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
1,1,1,0,1,0.0245098043233156,0,0,1,0.05,1,0,1,0.0187552105635405,0,1,0.01055848877877,1,1,0,1,1,0,0.216230943799019,0.00272331153973937,1,0,0,0,0,1,"103d21",1.81969881057739,5.69564580917358,1,1,0.151760384440422,2.45199918746948,1.26680505275726,2006,103,0
1,1,0,0,1,0,0,0,1,0.05,1,0,1,0,0,1,0,0,1,0,0,1,0,0.232126280665398,0,0,1,0,0,0,0,"104d2",2.45014262199402,5.22493934631348,0,1,0.376343071460724,2.39406752586365,0.66703736782074,2006,104,0
1,1,1,0,1,0.0166773572564125,0,0.13406029343605,1,0.02,1,0,1,0.28123340010643,0,0,0.0233918130397797,0,1,0,1,1,0,0,0,1,1,1,1,0,1,"104d3",2.04122018814087,5.31057977676392,0,1,0.376343071460724,2.39406752586365,0.66703736782074,2006,104,0
1,0,1,0,1,0.0184501837939024,0,0,1,0.02,1,0,1,0.255517840385437,0,0,0.016638370230794,0,1,0,1,1,0,0.0280442796647549,0,1,1,0,0,0,1,"104d3",2.28949975967407,4.92205667495728,0,1,0.376343071460724,2.39406752586365,0.66703736782074,2006,104,0
1,1,1,0,1,0.0141381183639169,0,0,1,0.02,1,0,1,0.16748309135437,0,0,0.00606484711170197,0,0,0,1,1,0,0.0875475779175758,0,0,1,0,0,0,1,"104d3",2.58021688461304,4.93676042556763,0,1,0.376343071460724,2.39406752586365,0.66703736782074,2006,104,0
1,1,1,0,1,0,0,0,1,0.02,1,0,1,0.186398550868034,0,1,0.0237234514206648,0,1,1,0,1,0,0.124314442276955,0,1,1,0,0,0,1,"104d3",1.6292405128479,5.36835527420044,0,1,0.376343071460724,2.39406752586365,0.66703736782074,2006,104,0
1,1,1,0,1,0.0194931775331497,0,0.155295640230179,1,0.03,1,0,1,0.00344068254344165,0,0,0.0134874759241939,1,0,0,1,0,0,0.00584795325994492,0,1,1,1,0,0,1,"104d3",1.76301693916321,5.57587099075317,0,1,0.376343071460724,2.39406752586365,0.66703736782074,2006,104,0
1,1,1,0,1,0,0,0,1,0.02,1,0,1,0.0692543089389801,0,1,0.00982444826513529,0,1,0,1,1,0,0.233638748526573,0,1,1,0,1,0,1,"104d3",2.08802962303162,5.24368524551392,0,1,0.376343071460724,2.39406752586365,0.66703736782074,2006,104,0
1,1,0,0,1,0,0,0,1,0.02,1,0,1,0.0368505381047726,1,1,0.0201419088989496,0,0,0,0,1,0,0.0417853742837906,0,0,1,0,0,0,1,"104d3",2.60268974304199,4.35670900344849,0,1,0.376343071460724,2.39406752586365,0.66703736782074,2006,104,0
1,0,1,0,1,0,0,0.181621626019478,1,0.04,1,0,1,0.0101671935990453,1,0,0.0176231358200312,0,1,0,1,1,0,0.124324321746826,0,0,1,0,0,0,1,"104d3",2.02946329116821,4.8003306388855,0,1,0.376343071460724,2.39406752586365,0.66703736782074,2006,104,0
1,1,1,0,1,0,0.422297298908234,1,1,0.04,1,0,1,0,0,0,0.0962800905108452,1,0,0,1,1,0,0,0,0,0,0,0,0,1,"104d4",2.23323512077332,4.84341859817505,0,1,0.376343071460724,2.39406752586365,0.66703736782074,2006,104,0
1,1,0,0,1,0,0,0,1,0.12,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,"104d4",2.31451368331909,5.09885358810425,0,1,0.376343071460724,2.39406752586365,0.66703736782074,2006,104,0
1,1,1,0,1,0,0,1,1,0.06,1,0,1,0.0145475706085563,1,0,0.0254582483321428,0,0,1,1,1,1,0,0,1,0,0,0,0,1,"104d5",1.80335867404938,5.54908227920532,0,1,0.376343071460724,2.39406752586365,0.66703736782074,2006,104,0
1,1,0,0,1,0,0,0,1,0.02,1,0,1,0.236535668373108,0,0,0.00451237242668867,1,1,0,1,1,0,0.262337654829025,0.262337654829025,0,1,0,0,0,1,"104d5",1.99197554588318,5.34756231307983,0,1,0.376343071460724,2.39406752586365,0.66703736782074,2006,104,0
1,1,0,0,1,0.154559507966042,0,0,1,0.08,0,0,1,0,1,0,0.0296461004763842,0,1,0,1,1,1,0.927357017993927,0,1,0,0,0,0,1,"104d5",2.00283050537109,5.16266298294067,0,1,0.376343071460724,2.39406752586365,0.66703736782074,2006,104,0
1,1,0,0,1,0,0,1,1,0.04,1,0,0,0.114621601998806,1,1,0.00499632628634572,0,1,0,1,1,1,0.189078494906425,0,0,0,0,0,0,1,"104d5",1.88555335998535,5.40405702590942,0,1,0.376343071460724,2.39406752586365,0.66703736782074,2006,104,0
1,1,0,0,1,0.0389610379934311,0,0.0494344383478165,1,0.59,1,0,1,0.0487245135009289,0,0,0.0106805544346571,0,1,0,1,1,0,0.0209467951208353,0,0,1,0,0,0,1,"104d6",2.25129175186157,5.5265007019043,0,1,0.376343071460724,2.39406752586365,0.66703736782074,2006,104,0
1,0,0,0,1,0,0,0,1,0.01,1,0,1,0.00269058300182223,0,0,0.00896861031651497,0,1,0,1,1,0,0.0322209447622299,0,0,1,0,0,0,1,"104d6",3.86848902702332,2.89885401725769,0,1,0.376343071460724,2.39406752586365,0.66703736782074,2006,104,0
1,0,0,0,1,0,1,0.968241691589355,1,0.1,1,0,1,1,1,0,NA,0,0,0,0,1,0,0.37645235657692,0,1,1,0,0,0,1,"104d6",3.80220818519592,3.36096429824829,0,1,0.376343071460724,2.39406752586365,0.66703736782074,2006,104,0
1,1,1,0,1,0,0,0.078979842364788,1,0.06,1,0,1,0.00155642023310065,1,0,0.00350194564089179,0,1,0,1,1,0,0.0411353334784508,0,1,1,0,0,0,1,"104d6",2.46894669532776,5.32711124420166,0,1,0.376343071460724,2.39406752586365,0.66703736782074,2006,104,0
1,1,1,0,1,0,0,0,1,0.18,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,"104d7",1.6658182144165,6.33620643615723,0,1,0.376343071460724,2.39406752586365,0.66703736782074,2006,104,0
1,1,1,0,1,0,0,0,1,0.15,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,"104d7",2.33214402198792,5.27523756027222,0,1,0.376343071460724,2.39406752586365,0.66703736782074,2006,104,0
1,0,0,0,1,0,0.192491471767426,0.192491471767426,1,0.12,1,0,0,0.183514982461929,0,0,0,0,0,0,1,1,0,0,0.192491471767426,1,0,0,0,0,1,"104d7",1.61342990398407,5.67618036270142,0,1,0.376343071460724,2.39406752586365,0.66703736782074,2006,104,0
1,1,1,0,1,0,0,0,1,0.1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,"104d7",1.0986123085022,6.11809730529785,0,1,0.376343071460724,2.39406752586365,0.66703736782074,2006,104,0
1,1,0,0,1,0.00859950855374336,0.128992632031441,0.728501200675964,1,0.04,1,0,0,0.0536185577511787,0,0,0.0112515622749925,0,1,1,1,1,1,0.222358718514442,0,1,1,1,0,0,1,"104d7",1.60422432422638,5.79088306427002,0,1,0.376343071460724,2.39406752586365,0.66703736782074,2006,104,0
1,0,0,0,1,0,0,0,1,0.18,1,0,1,0,0,0,0,0,1,0,1,1,0,0.0601869150996208,0,1,0,0,0,0,1,"104d7",2.00283050537109,5.88887405395508,0,1,0.376343071460724,2.39406752586365,0.66703736782074,2006,104,0
1,0,0,0,1,0,0,0,1,0.04,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,"104d7",2.17475175857544,5.39517593383789,0,1,0.376343071460724,2.39406752586365,0.66703736782074,2006,104,0
1,1,1,0,1,0,0,0,1,0.11,1,0,1,0.0288595017045736,0,1,0.0111054284498096,1,1,0,1,1,0,0.0175496693700552,0,1,1,0,0,0,1,"104d9",2.21266031265259,5.80035161972046,0,1,0.376343071460724,2.39406752586365,0.66703736782074,2006,104,0
1,1,1,0,1,0,0,0,1,0.05,1,0,1,0.0442571118474007,0,0,0.00526870368048549,1,1,1,1,1,0,0.123517788946629,0,1,0,0,0,0,1,"104d9",2.13971304893494,5.47311782836914,0,1,0.376343071460724,2.39406752586365,0.66703736782074,2006,104,0
1,1,1,0,1,0.0161054171621799,0,0.832357227802277,1,0.1,0,0,1,0.250138968229294,0,1,0.00347415241412818,0,0,0,1,1,0,0,0.832357227802277,0,1,0,0,0,1,"104d9",1.26694762706757,5.95269441604614,0,1,0.376343071460724,2.39406752586365,0.66703736782074,2006,104,0
1,1,1,0,1,0,0.0467945709824562,0.124941505491734,1,0.06,1,0,1,0.0430007241666317,0,0,0.026422131806612,0,1,0,1,1,1,0.237248480319977,0.0070191859267652,1,0,0,0,0,1,"104d9",1.97129940986633,5.6958589553833,0,1,0.376343071460724,2.39406752586365,0.66703736782074,2006,104,0
0,1,0,0,0,0.00605754647403955,0,0,1,0.09,1,0,0,0.0487748235464096,0,0,0.0162582751363516,0,0,0,1,1,1,0.0848056524991989,0,1,1,1,0,0,1,"104d9",1.66127097606659,5.93008613586426,0,1,0.376343071460724,2.39406752586365,0.66703736782074,2006,104,0
1,1,0,0,1,0.0061659193597734,0,0.105941705405712,1,0.11,1,0,1,0.117579787969589,0,0,0.0388813801109791,0,1,1,1,1,1,0.307174891233444,0,1,1,1,0,1,1,"104d9",2.03339767456055,5.45321559906006,0,1,0.376343071460724,2.39406752586365,0.66703736782074,2006,104,0
1,1,1,0,1,0,0,0.682386934757233,1,0.02,1,0,1,0.00282485876232386,0,0,0.0112994350492954,0,0,1,1,1,0,0,0,0,1,0,0,0,0,"104d11",1.98237991333008,5.65678119659424,0,1,0.376343071460724,2.39406752586365,0.66703736782074,2006,104,0
1,1,1,0,1,0,0,0.912129878997803,1,0.02,1,0,1,0.00326930941082537,0,1,0.00490396423265338,0,0,1,1,1,1,0,0,0,1,0,0,0,0,"104d11",1.11514163017273,5.83854246139526,0,1,0.376343071460724,2.39406752586365,0.66703736782074,2006,104,0
